"iteration","fitness"
0,59336.48717747509
1,12401.077436888578
2,2034.372042213944
3,866.0808116702686
4,785.821335506395
5,773.7221386799713
6,773.4935205030687
7,773.4935205030687
8,773.4075965507044
9,773.4075965507044
10,773.4075965507044
11,773.4075965507044
12,773.4045751311384
13,773.2614406554367
14,773.2614406554367
15,773.1580847293496
16,773.1580847293496
17,773.1527267916429
18,773.1527267916429
19,771.5843206940524
20,771.5829486647103
21,771.5829486647103
22,771.5829486647103
23,771.5680955902995
24,771.5680955902995
25,771.4815337611765
26,771.4802827763286
27,770.9012638583754
28,770.8902289115682
29,770.8395306792926
30,770.8395306792926
31,770.805193822118
32,770.7880991371525
33,770.786988666057
34,770.786988666057
35,770.7169596519167
36,770.6692730684468
37,770.65947860964
38,770.5912688995878
39,770.5394928859597
40,770.4915326261091
41,770.3650919417545
42,770.3650919417545
43,770.3650919417545
44,770.3650919417545
45,768.3095930091388
46,768.2410709317024
47,768.2024389474157
48,768.1882005449236
49,764.4659513434702
50,762.0763231921769
51,762.0524725300031
52,762.0383979643891
53,761.9876382121328
54,761.8983135564652
55,761.86957389069
56,761.86957389069
57,761.79083521314
58,761.736246348992
59,761.5933831469973
60,761.5933831469973
61,761.4908207774731
62,761.4908207774731
63,761.4908207774731
64,761.4908207774731
65,761.4656838931834
66,756.1802139062055
67,751.7778476621119
68,751.7376958325763
69,751.7376958325763
70,751.7376958325763
71,750.8422534960723
72,750.8422534960723
73,750.8103988887053
74,750.8103988887053
75,750.8076922525735
76,750.8076922525735
77,750.7739903274033
78,750.7739903274033
79,750.7539021562006
80,750.7539021562006
81,750.7536695030554
82,750.7513708530179
83,750.7513708530179
84,750.7513708530179
85,750.7385652558343
86,750.7385652558343
87,750.7267491386872
88,750.7267491386872
89,750.0159329000047
90,750.0143978043238
91,747.3224018199558
92,747.3224018199558
93,741.4165399467558
94,738.7921878581707
95,738.771359441636
96,738.6068907772894
97,738.6068907772894
98,738.5823988841619
99,738.5474270125742
100,738.5474270125742
101,738.4145966941161
102,738.4145966941161
103,738.4111296040796
104,738.4111296040796
105,738.4032386840107
106,738.4032386840107
107,738.3850116574482
108,738.3850116574482
109,728.0337686694755
110,728.0337686694755
111,728.0337686694755
112,728.0337686694755
113,728.0337686694755
114,728.0291529303853
115,728.0291529303853
116,728.0291529303853
117,728.0291529303853
118,725.0173291679336
119,725.0173291679336
120,725.0134146783162
121,725.0134146783162
122,725.0134146783162
123,725.0115138960421
124,725.0030882492637
125,725.0030882492637
126,725.0030882492637
127,725.0030882492637
128,725.0030882492637
129,725.001569221275
130,725.001569221275
131,724.9947700294135
132,724.9937964593657
133,724.9853322397171
134,724.2821498004581
135,724.1465725498276
136,724.1465725498276
137,724.1465725498276
138,724.1465725498276
139,724.1465725498276
140,724.1465725498276
141,724.1465725498276
142,724.1465725498276
143,724.1374047701632
144,724.1374047701632
145,724.1374047701632
146,724.1374047701632
147,724.1374047701632
148,723.4092235685544
149,723.4092235685544
150,723.4092235685544
151,723.4092235685544
152,723.343609780051
153,723.343609780051
154,723.2449175701068
155,723.2449175701068
156,723.2449175701068
157,723.1719270107054
158,723.1719270107054
159,723.1719270107054
160,719.9923524758649
161,718.5091088796892
162,718.5091088796892
163,718.5091088796892
164,718.5091088796892
165,718.5091088796892
166,718.5091088796892
167,718.5091088796892
168,718.5091088796892
169,718.5047456057063
170,718.4957502129799
171,718.4405613653465
172,718.4405613653465
173,718.4405613653465
174,718.4405613653465
175,718.4405613653465
176,718.4405613653465
177,718.4405613653465
178,718.4402188487354
179,718.4402188487354
180,718.4402188487354
181,707.5500896830491
182,707.4187719975224
183,707.400327141743
184,707.400327141743
185,707.400327141743
186,707.400327141743
187,707.400327141743
188,707.400327141743
189,707.400327141743
190,707.400327141743
191,707.400327141743
192,707.400327141743
193,702.7163601177652
194,702.6665561162044
195,702.649435734418
196,702.649435734418
197,702.649435734418
198,702.54228743372
199,702.54228743372
200,702.54228743372
201,702.54228743372
202,702.1621624857323
203,702.1621624857323
204,702.1621624857323
205,702.1621624857323
206,702.1621624857323
207,702.1621624857323
208,702.1621624857323
209,702.1621624857323
210,702.1621624857323
211,702.1621624857323
212,702.1621624857323
213,702.1621624857323
214,702.1621624857323
215,702.1621624857323
216,702.1621624857323
217,702.1488517550565
218,702.1488517550565
219,695.1091126329768
220,692.8187220769413
221,692.8187220769413
222,692.8187220769413
223,692.7930349291295
224,692.7930349291295
225,692.7930349291295
226,692.7436498748262
227,692.7436498748262
228,692.7436498748262
229,692.7436498748262
230,692.7436498748262
231,692.7436498748262
232,686.686199392845
233,686.686199392845
234,686.6765721259915
235,686.6765721259915
236,686.6765721259915
237,686.6765721259915
238,686.4908916001152
239,686.4908916001152
240,686.4357108981943
241,686.4357108981943
242,686.4357108981943
243,686.4357108981943
244,686.4357108981943
245,686.4357108981943
246,686.4357108981943
247,686.4357108981943
248,686.4357108981943
249,686.4357108981943
250,686.4357108981943
251,686.4357108981943
252,686.4114562340136
253,686.4114562340136
254,686.4114562340136
255,686.4114562340136
256,686.4114562340136
257,686.4114562340136
258,686.4114562340136
259,686.4114562340136
260,686.3517327913227
261,686.3517327913227
262,686.2573327244769
263,686.2573327244769
264,686.2573327244769
265,686.2462967152586
266,686.2462967152586
267,686.2462967152586
268,684.7951879561386
269,684.7951879561386
270,684.7951879561386
271,684.777602367945
272,684.7591817999211
273,684.7591817999211
274,684.6491827485459
275,682.3798047875224
276,682.3798047875224
277,682.3798047875224
278,682.3138020429625
279,682.3138020429625
280,682.3138020429625
281,682.3138020429625
282,682.3138020429625
283,682.3138020429625
284,682.3138020429625
285,682.3138020429625
286,682.3138020429625
287,682.3138020429625
288,682.3138020429625
289,682.3138020429625
290,682.3138020429625
291,682.2840055515408
292,682.2792514363765
293,682.0932293378384
294,682.0932293378384
295,682.0932293378384
296,682.0932293378384
297,682.0932293378384
298,681.8909358497314
299,680.122723731173
300,680.122723731173
301,680.0614588475125
302,680.0614588475125
303,680.0614588475125
304,680.0614588475125
305,680.0091622671139
306,678.4627971380158
307,678.4627971380158
308,678.443192095033
309,678.3116799326596
310,678.3116799326596
311,678.2298947511713
312,678.2298947511713
313,677.7676874989321
314,677.7356756027402
315,677.7356756027402
316,677.7356756027402
317,677.7356756027402
318,677.7356756027402
319,677.7356756027402
320,677.7081849923101
321,677.7081849923101
322,677.695484818083
323,676.8594682366568
324,676.8594682366568
325,676.8594682366568
326,674.1566077851442
327,674.1094200158406
328,674.1094200158406
329,674.1094200158406
330,674.0990462032005
331,674.0990462032005
332,674.0990462032005
333,673.874740991234
334,673.874740991234
335,673.874740991234
336,673.8012984812761
337,673.8012984812761
338,673.8012984812761
339,673.8012984812761
340,673.8012984812761
341,673.8012984812761
342,673.8012984812761
343,673.8012984812761
344,673.7162070104183
345,673.7162070104183
346,673.7162070104183
347,673.7162070104183
348,673.5801315863235
349,673.5801315863235
350,673.5801315863235
351,673.5424840520535
352,673.5424840520535
353,673.5016834269252
354,673.5016834269252
355,673.5016834269252
356,673.3430754491978
357,673.3430754491978
358,673.3313712725915
359,673.3313712725915
360,673.3313712725915
361,673.3313712725915
362,673.3313712725915
363,673.3313712725915
364,673.3274260388565
365,673.3274260388565
366,673.3265930871511
367,673.268296275748
368,673.268296275748
369,673.2002944011505
370,673.2002944011505
371,673.2002944011505
372,673.2002944011505
373,673.2002944011505
374,673.0753938287139
375,673.0753938287139
376,673.0753938287139
377,673.0753938287139
378,673.0521883901152
379,673.0484213303428
380,673.0282453384975
381,672.9065808820055
382,672.9065808820055
383,672.9065808820055
384,672.9065808820055
385,667.1458901580717
386,667.1456850817029
387,667.1456850817029
388,667.1456850817029
389,667.1456850817029
390,667.1456850817029
391,667.14323033144
392,667.1248439370012
393,667.1248439370012
394,661.2822330284158
395,661.2730870909421
396,661.2730870909421
397,661.2730870909421
398,661.2730870909421
399,661.2730870909421
400,661.2730870909421
401,661.2730870909421
402,661.2691798308321
403,661.2671821603632
404,661.2671821603632
405,661.2555776923546
406,661.2486368865291
407,658.1271894671338
408,658.1271894671338
409,658.0820867959778
410,658.0699720517953
411,658.0699720517953
412,658.0699720517953
413,657.9513810982025
414,657.9513810982025
415,657.9513810982025
416,657.8398135434516
417,657.6552004093894
418,657.6241147020456
419,657.6241147020456
420,657.6241147020456
421,657.6241147020456
422,657.6241147020456
423,657.6241147020456
424,657.6241147020456
425,657.6241147020456
426,657.5436997188303
427,657.5030137610922
428,657.5030137610922
429,657.5030137610922
430,657.3552109738014
431,657.3552109738014
432,657.3552109738014
433,657.3552109738014
434,657.3552109738014
435,657.3246216013395
436,657.2583673512585
437,657.2583673512585
438,657.2583673512585
439,657.2583673512585
440,654.2169345008755
441,654.1888157749236
442,654.1888157749236
443,654.1888157749236
444,654.1888157749236
445,654.1888157749236
446,654.1888157749236
447,654.1542005279958
448,654.1542005279958
449,654.1542005279958
450,654.0442357214
451,654.0442357214
452,654.0442357214
453,654.0442357214
454,654.0442357214
455,654.0442357214
456,654.0442357214
457,654.0245170436116
458,653.9587137118724
459,653.9587137118724
460,653.9587137118724
461,653.9404203123303
462,653.9404203123303
463,653.9404203123303
464,653.9404203123303
465,653.9002246493311
466,653.9002246493311
467,653.9002246493311
468,653.9002246493311
469,653.9002246493311
470,652.0710169852669
471,652.0710169852669
472,652.0710169852669
473,652.0710169852669
474,652.0410704283506
475,651.995524433369
476,651.995524433369
477,651.995524433369
478,651.995524433369
479,651.995524433369
480,651.9773529623592
481,650.5279539834758
482,646.6829752786632
483,646.6767344871511
484,646.6300810045108
485,646.6300810045108
486,646.6300810045108
